timestamp,name,id,x,y
2000-01-16 00:00:00,Norbert,1039,-0.1360399444118241,-0.39163985936784496
2000-01-16 00:00:01,Michael,959,0.8887860616485175,-0.9865001736247738
2000-01-16 00:00:02,Xavier,955,-0.9044544633004101,-0.7540734858079001
2000-01-16 00:00:03,Wendy,1002,-0.43357218634149675,-0.9330031738189106
2000-01-16 00:00:04,Alice,972,0.26688280292870425,-0.8247958843092134
2000-01-16 00:00:05,Quinn,934,-0.4177273032609006,-0.85926286756914
2000-01-16 00:00:06,Victor,1003,-0.33326050966138254,-0.2322569572693891
2000-01-16 00:00:07,Sarah,984,0.8282229658931246,-0.9817770389275833
2000-01-16 00:00:08,Xavier,947,0.8354901040234106,0.43557160131495065
2000-01-16 00:00:09,Bob,1027,0.34323134010666156,0.3964851429728662
2000-01-16 00:00:10,Alice,966,0.5854080658700573,-0.5073709043854044
2000-01-16 00:00:11,Kevin,984,0.720336151832828,0.39336035447025663
2000-01-16 00:00:12,Tim,1015,0.7071147816661854,-0.6855623615931457
2000-01-16 00:00:13,Norbert,1018,0.2689833354134832,0.08754925694231197
2000-01-16 00:00:14,Kevin,1045,0.15292157600859224,-0.40886704065427426
2000-01-16 00:00:15,George,1020,0.7555997130303345,-0.678059733694871
2000-01-16 00:00:16,Sarah,998,0.701712065294853,0.4513031494096269
2000-01-16 00:00:17,Michael,963,-0.7049648282667986,-0.5466985520722207
2000-01-16 00:00:18,Alice,981,0.5339600580959127,-0.9273032923755846
2000-01-16 00:00:19,Ursula,1005,-0.47087841893965376,-0.9404326335384783
2000-01-16 00:00:20,Hannah,1010,-0.9500350591514406,0.17892646970306858
2000-01-16 00:00:21,George,991,-0.005689372920064217,-0.5236118231638609
2000-01-16 00:00:22,Michael,1042,0.19650255517441795,0.9841043775984504
2000-01-16 00:00:23,Frank,1042,-0.5800361953270554,0.10889006968175474
2000-01-16 00:00:24,Bob,994,0.3466378911986141,-0.9280437741608631
2000-01-16 00:00:25,Yvonne,938,0.20576805583357016,0.2547004922737499
2000-01-16 00:00:26,Quinn,1025,-0.18189936078051172,0.08770470571227018
2000-01-16 00:00:27,Frank,1028,0.8005821586912132,-0.5623669711335408
2000-01-16 00:00:28,Wendy,961,0.3704380628930226,-0.6079372029557311
2000-01-16 00:00:29,Zelda,1019,-0.32396304840264323,-0.19505717866920325
2000-01-16 00:00:30,Quinn,910,0.2670463204696656,-0.21326439383025875
2000-01-16 00:00:31,Wendy,1025,-0.5442258525272068,-0.7098452791081149
2000-01-16 00:00:32,Dan,1009,-0.714509326135889,0.15355586418131772
2000-01-16 00:00:33,Xavier,1055,0.015594898403119117,0.3908270122711197
2000-01-16 00:00:34,Michael,999,-0.2484992774278203,-0.4458018752918669
2000-01-16 00:00:35,Alice,1024,-0.1701576011168533,-0.9333877251477929
2000-01-16 00:00:36,Kevin,955,-0.9765084932447965,0.15889606433101178
2000-01-16 00:00:37,Ray,1025,-0.6451720488661472,-0.9029669141795136
